"movieNm","salesAcc","movieCd","salesAmt","salesShare","salesInten","salesChange","audiCnt","audiInten","audiChange","audiAcc","scrnCnt","showCnt","genreNm","dir_peopleNm","act_peopleNm1","act_peopleNm2","watchGradeNm"
라스트베가스,1329212295,20147683,19681900,1,-2515300,-11.3,2845,-310,-9.8,173225,116,224,코미디,존 터틀타웁,마이클 더글라스,제리 페라라,"15세이상관람가"
라야와 마지막 드래곤,2929684550,20200263,16530110,1.6,1696740,11.4,1831,212,13.1,316986,138,190,애니메이션,돈 홀,켈리 마리 트란,아콰피나,전체관람가
라이언,518704500,20167324,42555600,2.1,-66224800,-60.9,6483,-6389,-49.6,65922,172,555,드라마,가스 데이비스,데브 파텔,루니 마라,"12세이상관람가"
라이온 킹,41051484140,20175771,215888160,1.8,-27481170,-11.3,25137,-3269,-11.5,4684247,412,613,어드벤처,존 파브로,도날드 글로버,비욘세 놀즈,전체관람가
라이트 아웃,8652171775,20163217,121591000,1.6,-33614800,-21.7,14258,-4112,-22.4,1081038,319,580,공포(호러),데이비드 F. 샌드버그,테레사 팔머,알리시아 벨라 베일리,"15세이상관람가"
라이프,3602296310,20171381,108426700,2.1,-27617254,-20.3,12784,-3189,-20,435158,416,760,SF,다니엘 에스피노사,제이크 질렌할,레베카 퍼거슨,"15세이상관람가"
라이프 오브 파이,16362692100,20128386,9439500,0.6,3581000,61.1,1568,592,60.7,1643301,72,103,어드벤처,이안,수라즈 샤르마,이르판 칸,전체관람가
라자루스,154486400,20159001,18312400,0.7,-14456500,-44.1,2393,-1658,-40.9,19495,88,173,공포(호러),데이빗 겔브,올리비아 와일드,에반 피터스,"15세이상관람가"
라플라스의 마녀,51727180,20199923,16072350,0.2,820620,5.4,1817,159,9.6,5846,106,157,미스터리,미이케 다카시,사쿠라이 쇼,히로세 스즈,"12세이상관람가"
락 오브 에이지,622198996,20127086,60984500,1.5,-4467000,-6.8,8850,-604,-6.4,85995,230,700,뮤지컬,아담 쉥크만,톰 크루즈,캐서린 제타-존스,"15세이상관람가"
락아웃: 익스트림미션,3371696000,20124946,9894000,0.5,1177000,13.5,1432,200,16.2,461879,79,189,SF,스테판 St. 레게르,가이 피어스,매기 그레이스,"15세이상관람가"
람보 : 라스트 워,800005140,20196136,19166000,0.3,18663000,3710.3,2136,1633,324.7,103105,29,29,액션,애드리언 그런버그,실베스터 스탤론,파즈 베가,청소년관람불가
랑종,8549252410,20218364,13072540,0.7,-1550620,-10.6,1187,-620,-34.3,824278,72,96,공포(호러),반종 피산다나쿤,나릴야 군몽콘켓,싸와니 우툼마,청소년관람불가
래빗 스쿨,252414600,20175223,119778400,1.9,28679200,31.5,15758,3415,27.7,34022,314,462,애니메이션,우테 폰 뮌쇼폴,황창영,민아,전체관람가
램,77255280,20218390,16416490,0.4,-2339390,-12.5,1632,-379,-18.8,8962,118,138,공포(호러),발디마르 요한손,누미 라파스,힐미르 스나에르 구오나손,"15세이상관람가"
램페이지,11914530296,20176917,19432600,0.3,-23487400,-54.7,2607,-3007,-53.6,1380878,110,146,액션,브래드 페이튼,드웨인 존슨,제프리 딘 모건,"12세이상관람가"
러덜리스,155607320,20150522,61436941,0.6,26156662,74.1,7477,3065,69.5,19675,109,228,코미디,윌리엄 H. 머시,빌리 크루덥,안톤 옐친,"12세이상관람가"
러브 라이브! 더 스쿨 아이돌 무비,308879000,20153039,14466000,0.5,-2219000,-13.3,1879,-388,-17.1,38728,46,91,애니메이션,쿄고쿠 타카히코,토쿠이 소라,파일,전체관람가
러브 액츄얼리,2264766248,20030404,6876490,4.4,-9269550,-57.4,785,-935,-54.4,320595,191,243,멜로/로맨스,리차드 커티스,휴 그랜트,콜린 퍼스,"15세관람가"
러브 앤 머시,68304800,20151821,23022200,0.2,1810200,8.5,2773,221,8.7,8547,46,97,드라마,빌 포래드,존 쿠삭,폴 다노,"15세이상관람가"
"러브, 로지",2071272246,20142421,49073700,0.5,-2613200,-5.1,6180,-329,-5.1,272550,125,197,코미디,크리스티안 디터,릴리 콜린스,샘 클라플린,"15세이상관람가"
러브레이스,96198138,20058701,12438000,0.7,-5549500,-30.9,1888,-511,-21.3,13514,140,328,드라마,롭 엡스타인,아만다 사이프리드,샤론 스톤,청소년관람불가
러브레터,912874074,20000067,6064920,0.8,-4365000,-41.9,655,-465,-41.5,118085,107,116,멜로/로맨스,이와이 ?지,나까야마 미호,토요카와 에츠시,전체관람가
러브픽션,13169929000,20113916,11136000,0.8,-2021000,-15.4,1583,-246,-13.4,1722046,132,267,멜로/로맨스,전계수,하정우,공효진,"15세이상관람가"
러빙 빈센트,2616881761,20179942,31828500,1.9,-45338000,-58.8,4275,-4873,-53.3,329551,142,268,애니메이션,도로타 코비엘라,시얼샤 로넌,제롬 플린,"15세이상관람가"
러시 : 더 라이벌,822402500,20132120,66559000,4.5,13781000,26.1,9549,1822,23.6,112724,245,902,액션,론 하워드,크리스 헴스워스,다니엘 브륄,청소년관람불가
럭키,56370488556,20153444,31816400,0.4,12074400,61.2,3904,1273,48.4,6965407,144,219,코미디,이계벽,정용식,유해진,"15세이상관람가"
럭키 몬스터,38212580,20196672,2532300,1.8,1201300,90.3,420,198,89.2,5023,11,11,드라마,봉준영,김도윤,장진희,청소년관람불가
런,2532196190,20200294,8580330,1.1,-7991090,-48.2,1011,-746,-42.5,275377,140,151,미스터리,아니쉬 차간티,사라 폴슨,팻 힐리,"15세이상관람가"
런 올 나이트,2267970595,20157041,15545300,0.6,-27783000,-64.1,2144,-3669,-63.1,286202,163,335,액션,자움 콜렛 세라,리암 니슨,조엘 킨나만,청소년관람불가
런닝맨,9885357000,20126671,24280500,0.4,-31896000,-56.8,3655,-5341,-59.4,1396486,82,208,액션,조동오,김혜란,신하균,"15세이상관람가"
런닝맨 : 풀룰루의 역습,1378160850,20183745,178288150,2.6,4675750,2.7,22428,170,0.8,180709,394,706,애니메이션,윤준상,김서영,권창욱,전체관람가
런던 블러바드,117008000,20125306,12359000,0.7,1887500,18,1768,25,1.4,16918,118,326,범죄,윌리엄 모나한,콜린 파렐,키이라 나이틀리,"15세이상관람가"
런던 해즈 폴른,5610006679,20151884,128531870,2,67957196,112.2,15482,8123,110.4,693326,369,659,액션,바박 나자피,제라드 버틀러,아론 에크하트,"15세이상관람가"
럼 다이어리,33562500,20129046,15299000,0.5,-667500,-4.2,2084,-141,-6.3,4664,126,356,코미디,브루스 로빈슨,조니 뎁,아론 에크하트,청소년관람불가
레고 무비,1658669400,20136445,20878000,0.2,-11392300,-35.3,2642,-1347,-33.8,243373,112,127,애니메이션,크리스 밀러,윌 페렐,리암 니슨,전체관람가
레고 무비2,578047220,20185444,19119260,0.7,-115767200,-85.8,2764,-14449,-83.9,73794,329,410,애니메이션,마이크 미첼,크리스 프랫,엘리자베스 뱅크스,전체관람가
레고 배트맨 무비,598280505,20162873,231355354,2.8,162448503,235.8,28669,20265,241.1,73938,427,717,애니메이션,크리스 맥케이,윌 아넷,로자리오 도슨,전체관람가
레드 스패로,752941700,20180341,47727000,3.1,-5539000,-10.4,6403,-654,-9.3,94790,375,739,스릴러,프란시스 로렌스,제니퍼 로렌스,조엘 에저튼,청소년관람불가
레드: 더 레전드,21116648470,20136962,197822500,2,-44804500,-18.5,26539,-6030,-18.5,2941423,294,695,액션,딘 패리소트,브루스 윌리스,존 말코비치,"15세이상관람가"
레드라이트,327055000,20128272,26557500,1.3,131000,0.5,3834,1,0,45921,183,505,미스터리,로드리고 코르테스,로버트 드 니로,킬리언 머피,"15세이상관람가"
레드슈즈,5972902650,20198323,27753890,0.5,-1392710,-4.8,5744,-163,-2.8,786502,75,106,애니메이션,홍성호,클로이 모레츠,샘 클라플린,전체관람가
레드카펫,2297226380,20139964,12763500,0.5,-52075900,-80.3,1715,-7075,-80.5,302195,91,163,멜로/로맨스,박범수,윤계상,고준희,"15세이상관람가"
레디 플레이어 원,19278203971,20171122,406654000,10.6,216124400,113.4,41303,21857,112.4,2185514,503,1316,액션,스티븐 스필버그,마크 라이런스,사이먼 페그,"12세이상관람가"
레미니센스,150992380,20218985,42567530,3.6,-59302320,-58.2,4406,-8940,-67,18189,498,1244,SF,리사 조이,휴 잭맨,레베카 퍼거슨,"12세이상관람가"
레미제라블,42571535500,20128274,63905000,0.5,17614000,38.1,8524,2706,46.5,5843538,36,76,드라마,톰 후퍼,휴 잭맨,러셀 크로우,"12세이상관람가"
레미제라블: 뮤지컬 콘서트,78997700,20204501,26871840,4.4,10804500,67.2,1873,741,65.5,5963,331,443,뮤지컬,제임스 파우웰,마이클 볼,알피 보,"12세이상관람가"
레버넌트: 죽음에서 돌아온 자,15545364830,20154001,75743500,0.7,24886700,48.9,8906,2800,45.9,1938896,214,325,어드벤처,알레한드로 곤잘레스 이냐리투,레오나르도 디카프리오,톰 하디,"15세이상관람가"
레슬러,6433470357,20177005,13968700,0.2,3481300,33.2,1884,311,19.8,764187,117,155,드라마,김대웅,한도진,유해진,"15세이상관람가"
레오나르도 다 빈치,404465200,20183195,60345200,0.6,-48035400,-44.3,7267,-6007,-45.3,51218,183,298,애니메이션,세르지오 맨피오,김명준,사문영,전체관람가
레옹 ,117319500,19950095,13463000,1.1,-898000,-6.3,1969,-142,-6.7,15915,71,119,액션,뤽 베송,장 르노,게리 올드만,연소자관람불가
레옹 디 오리지널,46433820,20188124,3344940,0.8,206780,6.6,550,32,6.2,7646,108,135,액션,뤽 베송,장 르노,나탈리 포트만,청소년관람불가
레이니 데이 인 뉴욕,620508040,20207341,50804920,8.3,18339340,56.5,5442,1927,54.8,69773,470,886,코미디,우디 앨런,티모시 샬라메,엘르 패닝,"15세이상관람가"
레이드 : 첫번째 습격,156934500,20125467,12564000,0.7,800500,6.8,1750,93,5.6,20869,114,295,액션,가렛 에반스,이코 우웨이스,도니 알람시아,청소년관람불가
레이디 버드,518099900,20178424,42531300,2.6,4722700,12.5,5473,305,5.9,65581,290,616,코미디,그레타 거윅,시얼샤 로넌,로리 멧칼프,"15세이상관람가"
레전드,1399481930,20155202,27479100,0.8,-75982800,-73.4,3557,-10131,-74,175320,234,452,액션,브라이언 헬겔랜드,톰 하디,태런 에저튼,청소년관람불가
레전드 오브 래빗,515231500,20113982,51852500,2.8,10512000,25.4,8038,1827,29.4,74794,197,447,애니메이션,순리준,엄상현,박지훈,전체관람가
레전드 오브 타잔,7139280117,20163661,35097700,0.3,17712200,101.9,4326,2080,92.6,850957,108,160,액션,데이빗 예이츠,알렉산더 스카스가드,마고 로비,"12세이상관람가"
레지던트 이블 5 : 최후의 심판,4651730500,20127401,37126000,0.8,17576000,89.9,4786,2099,78.1,544394,132,383,액션,폴 W.S. 앤더슨,밀라 요보비치,미셸 로드리게즈,청소년관람불가
레지던트 이블: 라쿤시티,110928200,20212672,24244400,2.5,-5693900,-19,2532,-924,-26.7,12629,259,710,액션,요하네스 로버츠,카야 스코델라리오,해나 존-케이먼,청소년관람불가
레지던트 이블: 파멸의 날,6092597165,20168688,123567900,6,-216069000,-63.6,15899,-22754,-58.9,723901,465,1324,액션,폴 W.S. 앤더슨,밀라 요보비치,알리 라터,청소년관람불가
레플리카,300225960,20195203,25810470,1.6,-2631420,-9.3,3300,-362,-9.9,38168,320,612,범죄,제프리 나흐마노프,키아누 리브스,앨리스 이브,"15세이상관람가"
렛 힘 고,11545000,20202601,5095000,0.4,-678000,-11.7,754,-145,-16.1,1789,37,53,범죄,토마스 베주차,케빈 코스트너,다이안 레인,"15세이상관람가"
령 : 저주받은 사진,164182753,20159573,68041037,1.2,28067021,70.2,9012,3812,73.3,21600,253,620,공포(호러),아사토 마리,나카조 아야미,모리카와 아오이,"15세이상관람가"
로건,18407897783,20161827,5400580,3.7,-6036400,-52.8,789,-814,-50.8,2171501,200,263,액션,제임스 맨골드,휴 잭맨,패트릭 스튜어트,청소년관람불가
로건 럭키,77765200,20180082,27095600,1.1,6223300,29.8,3301,445,15.6,10247,242,477,코미디,스티븐 소더버그,채닝 테이텀,다니엘 크레이그,"12세이상관람가"
로그 원: 스타워즈 스토리,7939019394,20163183,191462300,4.1,49461400,34.8,18632,3172,20.5,906534,444,1056,액션,가렛 에드워즈,펠리시티 존스,디에고 루나,"12세이상관람가"
로렉스,2106073000,20113889,78966500,1.3,5729000,7.8,11528,690,6.4,290471,134,250,애니메이션,크리스 리노드,대니 드비토,잭 에프런,전체관람가
로마 위드 러브,1192830790,20134603,27982000,0.5,6358000,29.4,3527,780,28.4,162775,43,89,코미디,우디 알렌,제시 아이젠버그,엘렌 페이지,청소년관람불가
로마의 휴일,448470182,20179407,115094382,3.5,13501582,13.3,14784,352,2.4,64626,403,1594,코미디,이덕희,임창정,공형진,"15세이상관람가"
로망,311478670,20197092,59982050,1.2,15003290,33.4,7412,1747,30.8,39390,393,639,멜로/로맨스,이창근,이순재,정영숙,전체관람가
로보캅,7198525658,20134587,92523200,1.3,52793200,132.9,12203,6845,127.8,966010,163,321,액션,호세 파딜라,조엘 킨나만,사무엘 L. 잭슨,"12세이상관람가"
"로봇, 소리",3492006760,20157466,18763100,0.7,-2916600,-13.5,2904,-58,-2,472328,190,346,드라마,이호재,이성민,이희준,"12세이상관람가"
로빈슨 크루소,660017400,20165941,105900400,0.8,48756100,85.3,13605,6487,91.1,86018,172,221,애니메이션,벤 스타센,마티아스 슈바이그호퍼,데이비드 하워드,전체관람가
로스트 인 더스트,543994834,20161527,16942388,0.6,5379888,46.5,2139,566,36,69711,127,216,범죄,데이빗 맥킨지,크리스 파인,벤 포스터,"15세이상관람가"
로우리스: 나쁜 영웅들,440305666,20129407,36551500,2.5,2226000,6.5,5347,277,5.5,62664,253,899,액션,존 힐코트,샤이아 라보프,톰 하디,청소년관람불가
로켓맨,761987023,20198291,66788190,2.5,2851630,4.5,8181,308,3.9,88505,472,1039,드라마,덱스터 플레처,태런 에저튼,리처드 매든,"15세이상관람가"
론 레인저,2720684000,20136862,39860000,1.8,-810500,-2,6108,-64,-1,383107,220,515,액션,고어 버빈스키,조니 뎁,아미 해머,"15세이상관람가"
론 서바이버 ,1206674120,20147953,49347000,2.2,21376400,76.4,6992,3106,79.9,161296,180,398,액션,피터 버그,마크 월버그,제리 페라라,"15세이상관람가"
롤러코스터,1782985100,20122785,77260500,1.3,36796000,90.9,10289,4676,83.3,252140,167,408,코미디,하정우,김선경,정경호,"15세이상관람가"
롱 리브 더 킹: 목포 영웅,9058308270,20198453,49888480,0.3,14286020,40.1,5951,1590,36.5,1071846,151,241,액션,강윤성,김래원,원진아,"15세이상관람가"
롱 샷,781036049,20190002,168210469,3.9,36246069,27.5,18181,2313,14.6,88768,449,1019,코미디,조나단 레빈,샤를리즈 테론,세스 로건,"15세이상관람가"
루돌프와 많이있어,926773600,20162727,243890000,2.6,-23742600,-8.9,29910,-4074,-12,119420,372,581,애니메이션,유야마 쿠니히코,김율,신용우,전체관람가
루비 스팍스,212249900,20137352,7600600,0.2,-11693600,-60.6,944,-1442,-60.4,23967,131,213,코미디,발레리 페리스,폴 다노,조 카잔,"15세이상관람가"
루시,16112820239,20135656,127078700,2.6,-24552800,-16.2,15100,-3031,-16.7,1927977,270,712,액션,뤽 베송,스칼렛 요한슨,모건 프리먼,청소년관람불가
루시드 드림,634084700,20156562,111513600,1.6,-3969349,-3.4,13308,-668,-4.8,85247,443,950,SF,김준성,고수,설경구,"15세이상관람가"
루카,3308773380,20216685,7074740,0.3,1382640,24.3,897,99,12.4,361823,75,85,애니메이션,엔리코 카사로사,제이콥 트렘블레이,잭 딜런 그레이져,전체관람가
루팡 3세: 더 퍼스트,9620500,20208265,7226500,2.9,7226500,100,868,868,100,1130,109,194,애니메이션,야마자키 타카시,쿠리타 카니치,히로세 스즈,전체관람가
루퍼,4254843000,20128270,6158500,0.2,191000,3.2,838,27,3.3,570434,44,96,SF,라이언 존슨,조셉 고든 레빗,브루스 윌리스,청소년관람불가
룸,436467700,20156063,100765500,1.6,-23494200,-18.9,12169,-2747,-18.4,53057,317,735,드라마,레니 에이브러햄슨,브리 라슨,제이콥 트렘블레이,"15세이상관람가"
룸 쉐어링,88382690,20224757,15518100,0.2,-1479970,-8.7,1798,-131,-6.8,10293,110,153,드라마,이순성,나문희,최우성,전체관람가
리딕,670237500,20132824,179937500,3.7,-45051500,-20,24188,-6330,-20.7,93783,267,869,SF,데이빗 토히,빈 디젤,칼 어번,"15세이상관람가"
리멤버,595012352,20198461,376885807,27,376885807,100,47430,47430,100,69713,1176,4419,드라마,이일형,이성민,남주혁,"15세이상관람가"
리미트,607235102,20208721,28504600,2.8,591801,2.1,2970,149,5.3,64746,491,1028,범죄,이승준,이정현,함상혁,"15세이상관람가"
리미트리스,870289000,20126745,14594000,0.5,1680500,13,2080,226,12.2,121504,58,136,미스터리,닐 버거,브래들리 쿠퍼,애비 코니시,"15세이상관람가"
리스본행 야간열차,189556200,20147684,16054500,0.8,-74500,-0.5,2199,-22,-1,24263,54,81,미스터리,빌 어거스트,제레미 아이언스,멜라니 로랑,"15세이상관람가"
리스타트,356329620,20216051,2937000,0.3,2937000,100,587,587,100,40059,1,2,액션,조 카나한,프랭크 그릴로,멜 깁슨,"15세이상관람가"
